Response ID,Include/Exclude,Date submitted,Last page,Start language,Date started,Date last action,What is your primary specialty-,What is your primary specialty- [Other],What is your rank-,What year did you execute orders for your current billet-  (Consider retour orders the same as a PCS set of orders.),What year did you execute orders for your current billet-  (Consider retour orders the same as a PCS set of orders.) [Other],How would you describe your current billet-,How would you describe your current billet- [Other],"For your last set of orders, how many months prior to your move were your orders released-  That is, how many months did you have to prepare for your PCS-","For your last set of orders, how many months prior to your move were your orders released-  That is, how many months did you have to prepare for your PCS- [Other]","On a scale of 1 to 5, with 1 being not transparent and 5 being very transparent, how would you rate the transparency of your detailing experience for your last set of orders-","On a scale of 1 to 5, with 1 being unsatisfied and 5 being very satisfied, how would you rate your overall detailing experience for your last set of orders-","On a scale of 1 to 5, with 1 representing a significant problem and 5 being not a problem at all, how would you rank the problem of favoritism in the billet assignment process-",Describe your current assignment:,"Please rank your desired billet locations with the top level being the most desireable, and the bottom being the least desireable. [Ranking 1]","Please rank your desired billet locations with the top level being the most desireable, and the bottom being the least desireable. [Ranking 2]","Please rank your desired billet locations with the top level being the most desireable, and the bottom being the least desireable. [Ranking 3]","Please rank your desired billet locations with the top level being the most desireable, and the bottom being the least desireable. [Ranking 4]","Please rank your desired billet locations with the top level being the most desireable, and the bottom being the least desireable. [Ranking 5]","Please rank your desired billet locations with the top level being the most desireable, and the bottom being the least desireable. [Ranking 6]","Please rank your desired billet locations with the top level being the most desireable, and the bottom being the least desireable. [Ranking 7]","Please rank your desired billet locations with the top level being the most desireable, and the bottom being the least desireable. [Ranking 8]","Please rank your desired billet locations with the top level being the most desireable, and the bottom being the least desireable. [Ranking 9]",Which career path do you want to pursue in the next 5-10  years-,Which career path do you want to pursue in the next 5-10  years- [Other],"Neither the Army nor the Air Force have physicians in the detailer role.  Instead, they have nurses or medical administrators work with specialty leaders to determine assigments.  This is different from the current Navy Medical Corps billet assignment process where the detailer is a physician*.  Would you approve if the detailer position was filled by a non-physician-",How long should an individual be allowed to remain at one command-,"Do you think that there is a problem in the Medical Corps with members not moving-  That is, are there too many physicians who get to stay in one place too long-","Civilian medical residency positions are assigned using the National Residency Match Program where members submit a preference list, residency directors submit a preference list, and a computer algorithm optimizes a match.  This is different from the current Navy Medical Corps billet assignment process where the detailer and specialty leader take input from medical officers and then make a decision.  Of these two options, which would you prefer for your military billet assignment-","The later the match day, the more information one has before creating their rank list.  The earlier the match day, the sooner one can have certainty and prepare.  Assuming your were scheduled to execute new orders in July of 2017, what month would you want the match to occur in-",Do you think members who are coming from operational or OCONUS assignments should be given preference in billet assignment-,Do you think members with more seniority (as defined by time in service or rank) should be given preference in billet assignment-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,I,8/29/16 11:05,4,en,8/29/16 10:54,8/29/16 11:05,Occupational Medicine,,CAPT or Flag,2015,,Non-Operational/Non-Clinical,,2-4 months,,5,5,5,1st choice,"Tidewater Region (Portsmouth, Norfolk)","Southeast (North Carolina, Florida)",Northeast,Europe,Pacific Northwest,"Pacific (Hawaii, Guam, Japan)",Southern California,Middle East or Africa,National Capital Region,Resign/Retire,,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Mar-17,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,I,8/29/16 11:05,4,en,8/29/16 10:55,8/29/16 11:05,Internal Medicine (General),,LT,2016,,CONUS MTF,,Other,33 days,3,4,,2nd choice,"Southeast (North Carolina, Florida)","Tidewater Region (Portsmouth, Norfolk)",National Capital Region,Northeast,Europe,Pacific Northwest,Southern California,"Pacific (Hawaii, Guam, Japan)",Middle East or Africa,Resign/Retire,,No,2 tours (~6 years),Other,Something similar to the National Residency Match Program,Jan-17,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,I,8/29/16 11:55,4,en,8/29/16 11:16,8/29/16 11:55,Occupational Medicine,,LCDR,2015,,CONUS MTF,,2-4 months,,2,2,2,Other,Europe,Northeast,"Southeast (North Carolina, Florida)",National Capital Region,Pacific Northwest,Southern California,"Tidewater Region (Portsmouth, Norfolk)","Pacific (Hawaii, Guam, Japan)",Middle East or Africa,Executive Medicine,,Do not care,Other,Yes,Something similar to the National Residency Match Program,Dec-16,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,I,8/29/16 11:24,4,en,8/29/16 11:17,8/29/16 11:24,Gastroenterology (IM),,LCDR,2014,,CONUS MTF,,2-4 months,,4,4,3,1st choice,Southern California,Pacific Northwest,Europe,"Southeast (North Carolina, Florida)","Tidewater Region (Portsmouth, Norfolk)",Northeast,National Capital Region,"Pacific (Hawaii, Guam, Japan)",Middle East or Africa,Clinical Medicine,,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,I,8/29/16 11:39,4,en,8/29/16 11:22,8/29/16 11:39,Psychiatry,,CDR,2016,,CONUS MTF,,> 4 months,,1,4,1,1st choice,Southern California,Pacific Northwest,National Capital Region,Europe,"Southeast (North Carolina, Florida)",Northeast,"Tidewater Region (Portsmouth, Norfolk)","Pacific (Hawaii, Guam, Japan)",Middle East or Africa,Executive Medicine,,No,4 tours (~12 years),No,Something similar to the National Residency Match Program,Dec-16,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,I,8/29/16 11:49,4,en,8/29/16 11:35,8/29/16 11:49,Pulmonary Critical Care (IM),,CDR,2016,,CONUS MTF,,2-4 months,,2,3,4,2nd choice,Southern California,"Pacific (Hawaii, Guam, Japan)",Europe,Pacific Northwest,"Tidewater Region (Portsmouth, Norfolk)",Northeast,"Southeast (North Carolina, Florida)",National Capital Region,Middle East or Africa,Mixed,,Yes,Other,No,Something similar to the National Residency Match Program,Feb-17,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,I,8/29/16 11:40,4,en,8/29/16 11:36,8/29/16 11:40,Cardiology (IM),,LCDR,2015,,CONUS MTF,,2-4 months,,,,,2nd choice,Southern California,National Capital Region,,,,,,,,Academic Medicine,,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Other,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,I,8/29/16 11:54,4,en,8/29/16 11:46,8/29/16 11:54,Family Medicine,,LCDR,2014,,Non-Operational/Non-Clinical,,Other,1 month,5,5,4,1st choice,Pacific Northwest,"Southeast (North Carolina, Florida)",Northeast,"Tidewater Region (Portsmouth, Norfolk)",Europe,Southern California,National Capital Region,"Pacific (Hawaii, Guam, Japan)",Middle East or Africa,Resign/Retire,,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,I,8/29/16 11:51,4,en,8/29/16 11:47,8/29/16 11:51,Family Medicine,,LCDR,2015,,GME,,2-4 months,,5,5,5,1st choice,"Southeast (North Carolina, Florida)",Southern California,Pacific Northwest,,,,,,,Operational Medicine,,Do not care,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Mar-17,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,I,8/29/16 12:06,4,en,8/29/16 11:58,8/29/16 12:06,Occupational Medicine,,LCDR,2015,,Non-Operational/Non-Clinical,,2-4 months,,1,1,1,Other,Southern California,Pacific Northwest,"Southeast (North Carolina, Florida)","Tidewater Region (Portsmouth, Norfolk)",Europe,"Pacific (Hawaii, Guam, Japan)",National Capital Region,Northeast,Middle East or Africa,Resign/Retire,,Do not care,1 tour (~3 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,I,8/29/16 12:12,4,en,8/29/16 12:08,8/29/16 12:12,Gastroenterology (IM),,CDR,2014,,Other,,2-4 months,,1,2,1,Other,Southern California,"Pacific (Hawaii, Guam, Japan)","Southeast (North Carolina, Florida)",,,,,,,Resign/Retire,,Yes,2 tours (~6 years),Yes,Other,Jul-16,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,I,8/29/16 12:25,4,en,8/29/16 12:20,8/29/16 12:25,Occupational Medicine,,CAPT or Flag,2015,,CONUS MTF,,< 1 month,,1,1,1,Other,Northeast,Southern California,,,,,,,,Resign/Retire,,No,2 tours (~6 years),Yes,Other,Jan-17,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,I,8/29/16 12:45,4,en,8/29/16 12:37,8/29/16 12:45,Aerospace Medicine (Residency Trained Flight),,CAPT or Flag,2014,,CONUS Operational,,2-4 months,,5,5,4,1st choice,"Tidewater Region (Portsmouth, Norfolk)",National Capital Region,"Southeast (North Carolina, Florida)",Southern California,Europe,"Pacific (Hawaii, Guam, Japan)",Northeast,Pacific Northwest,Middle East or Africa,Executive Medicine,,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,I,8/29/16 12:58,4,en,8/29/16 12:37,8/29/16 12:58,Family Medicine,,CAPT or Flag,2016,,Non-Operational/Non-Clinical,,2-4 months,,5,5,5,1st choice,Pacific Northwest,Europe,Northeast,"Tidewater Region (Portsmouth, Norfolk)","Pacific (Hawaii, Guam, Japan)",Southern California,"Southeast (North Carolina, Florida)",National Capital Region,Middle East or Africa,Executive Medicine,,No,1 tour (~3 years),Yes,Status Quo: Detailer and Specialty Leader decide,Oct-16,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,I,9/13/16 15:13,4,en,9/13/16 15:03,9/13/16 15:13,General Medical Officer,,LT,2014,,CONUS Operational,,2-4 months,,5,3,,1st choice,National Capital Region,Southern California,Europe,"Pacific (Hawaii, Guam, Japan)","Tidewater Region (Portsmouth, Norfolk)",Northeast,"Southeast (North Carolina, Florida)",Pacific Northwest,Middle East or Africa,Operational Medicine,,Do not care,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,I,,1,en,8/29/16 12:58,8/29/16 13:00,Family Medicine,,LT,2016,,GME,,> 4 months,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,I,8/29/16 13:05,4,en,8/29/16 13:02,8/29/16 13:05,Pulmonary Critical Care (IM),,CDR,2015,,CONUS Operational,,< 1 month,,2,2,,1st choice,Southern California,"Pacific (Hawaii, Guam, Japan)",,,,,,,,Clinical Medicine,,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Feb-17,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,I,8/29/16 13:07,4,en,8/29/16 13:03,8/29/16 13:07,Other,Flight Surgeon,LT,2015,,CONUS Operational,,< 1 month,,1,2,,Other,"Southeast (North Carolina, Florida)","Tidewater Region (Portsmouth, Norfolk)",Northeast,Europe,"Pacific (Hawaii, Guam, Japan)",Pacific Northwest,Southern California,National Capital Region,Middle East or Africa,Clinical Medicine,,Yes,4 tours (~12 years),No,Something similar to the National Residency Match Program,Feb-17,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,I,9/14/16 11:44,4,en,9/14/16 11:38,9/14/16 11:44,General Medical Officer,,LT,2016,,CONUS Operational,,2-4 months,,2,2,1,Other,"Tidewater Region (Portsmouth, Norfolk)",National Capital Region,"Southeast (North Carolina, Florida)",Northeast,Pacific Northwest,Europe,"Pacific (Hawaii, Guam, Japan)",Southern California,Middle East or Africa,Clinical Medicine,,No,3 tours (~9 years),No,Something similar to the National Residency Match Program,Mar-17,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,I,8/29/16 13:43,4,en,8/29/16 13:37,8/29/16 13:43,Radiology,,CDR,2015,,CONUS MTF,,2-4 months,,4,4,4,2nd choice,Southern California,National Capital Region,"Southeast (North Carolina, Florida)",,,,,,,Undecided,,No,2 tours (~6 years),Other,Status Quo: Detailer and Specialty Leader decide,Mar-17,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,I,8/29/16 13:44,4,en,8/29/16 13:39,8/29/16 13:44,Internal Medicine (General),,LCDR,2016,,CONUS MTF,,< 1 month,,3,5,3,1st choice,National Capital Region,Southern California,Pacific Northwest,"Tidewater Region (Portsmouth, Norfolk)",Northeast,Europe,"Pacific (Hawaii, Guam, Japan)","Southeast (North Carolina, Florida)",Middle East or Africa,Clinical Medicine,,Yes,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,I,8/29/16 14:04,4,en,8/29/16 13:52,8/29/16 14:04,Family Medicine,,CDR,2012,,GME,CONUS Undergraduate Medical Education,> 4 months,,5,5,3,1st choice,Europe,"Pacific (Hawaii, Guam, Japan)",National Capital Region,Southern California,Pacific Northwest,"Southeast (North Carolina, Florida)",Northeast,"Tidewater Region (Portsmouth, Norfolk)",Middle East or Africa,Academic Medicine,,No,2 tours (~6 years),No,Other,Oct-16,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,I,8/29/16 14:57,4,en,8/29/16 14:49,8/29/16 14:57,Pulmonary Critical Care (IM),,CDR,2014,,CONUS MTF,,> 4 months,,5,5,5,1st choice,Southern California,Europe,Pacific Northwest,"Southeast (North Carolina, Florida)",Northeast,"Tidewater Region (Portsmouth, Norfolk)","Pacific (Hawaii, Guam, Japan)",Middle East or Africa,National Capital Region,Academic Medicine,,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,I,8/29/16 16:20,4,en,8/29/16 15:43,8/29/16 16:20,Occupational Medicine,,LCDR,2015,,Non-Operational/Non-Clinical,CONUS policy & guidance,2-4 months,,1,4,,Other,"Tidewater Region (Portsmouth, Norfolk)",National Capital Region,Pacific Northwest,"Southeast (North Carolina, Florida)",Europe,"Pacific (Hawaii, Guam, Japan)",Southern California,Northeast,Middle East or Africa,Mixed,,Other,Other,Other,Other,Dec-16,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,I,8/29/16 16:02,4,en,8/29/16 15:47,8/29/16 16:02,Occupational Medicine,,LT,2015,,CONUS Operational,,< 1 month,,3,4,3,3rd choice,Pacific Northwest,"Southeast (North Carolina, Florida)",Southern California,"Tidewater Region (Portsmouth, Norfolk)",Europe,National Capital Region,Northeast,"Pacific (Hawaii, Guam, Japan)",Middle East or Africa,Mixed,,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jul-16,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,I,8/29/16 16:09,4,en,8/29/16 16:04,8/29/16 16:09,Occupational Medicine,,CDR,2015,,CONUS MTF,,> 4 months,,5,5,3,1st choice,Southern California,"Southeast (North Carolina, Florida)","Tidewater Region (Portsmouth, Norfolk)",,,,,,,Resign/Retire,,Do not care,1 tour (~3 years),Yes,Something similar to the National Residency Match Program,Nov-16,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,I,8/29/16 16:28,4,en,8/29/16 16:21,8/29/16 16:28,Cardiology (IM),,CDR,2015,,CONUS MTF,,> 4 months,,5,5,5,1st choice,Southern California,"Tidewater Region (Portsmouth, Norfolk)",National Capital Region,"Southeast (North Carolina, Florida)",Pacific Northwest,,,,,Clinical Medicine,,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,I,8/29/16 16:38,4,en,8/29/16 16:32,8/29/16 16:38,Cardiology (IM),,CDR,2015,,CONUS MTF,,Other,not applicable,5,5,5,1st choice,Southern California,Pacific Northwest,"Pacific (Hawaii, Guam, Japan)",Europe,"Southeast (North Carolina, Florida)",National Capital Region,Northeast,"Tidewater Region (Portsmouth, Norfolk)",Middle East or Africa,Mixed,,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Feb-17,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,I,8/29/16 16:52,4,en,8/29/16 16:40,8/29/16 16:52,Physical Medicine and Rehabilitation,,LCDR,2014,,CONUS MTF,,> 4 months,,5,5,5,1st choice,Southern California,"Pacific (Hawaii, Guam, Japan)",Europe,National Capital Region,Pacific Northwest,"Southeast (North Carolina, Florida)","Tidewater Region (Portsmouth, Norfolk)",Northeast,Middle East or Africa,Executive Medicine,,Do not care,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,I,8/29/16 17:44,4,en,8/29/16 17:09,8/29/16 17:44,Aerospace Medicine (Residency Trained Flight),,LCDR,2015,,CONUS Operational,,< 1 month,,5,3,3,1st choice,"Tidewater Region (Portsmouth, Norfolk)",National Capital Region,Southern California,Northeast,"Southeast (North Carolina, Florida)",Pacific Northwest,Europe,"Pacific (Hawaii, Guam, Japan)",Middle East or Africa,Executive Medicine,,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Mar-17,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,I,8/29/16 17:22,4,en,8/29/16 17:18,8/29/16 17:22,Occupational Medicine,,CDR,2014,,Non-Operational/Non-Clinical,,2-4 months,,3,4,3,1st choice,Southern California,"Pacific (Hawaii, Guam, Japan)",Europe,,,,,,,Executive Medicine,,Do not care,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,I,8/29/16 17:44,4,en,8/29/16 17:35,8/29/16 17:44,Dermatology,,LCDR,2013,,CONUS MTF,,2-4 months,,5,5,3,1st choice,Southern California,"Southeast (North Carolina, Florida)",Pacific Northwest,"Pacific (Hawaii, Guam, Japan)","Tidewater Region (Portsmouth, Norfolk)",Northeast,National Capital Region,Europe,Middle East or Africa,Clinical Medicine,,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,I,8/29/16 18:50,4,en,8/29/16 18:32,8/29/16 18:50,Cardiology (IM),,CDR,2012,,CONUS MTF,,2-4 months,,3,3,3,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Southern California,National Capital Region,"Southeast (North Carolina, Florida)",Northeast,Europe,"Pacific (Hawaii, Guam, Japan)",Pacific Northwest,Middle East or Africa,Clinical Medicine,,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,I,8/29/16 19:43,4,en,8/29/16 19:31,8/29/16 19:43,Occupational Medicine,,CDR,2013,,CONUS Operational,,2-4 months,,4,4,4,1st choice,Southern California,"Pacific (Hawaii, Guam, Japan)",Pacific Northwest,National Capital Region,Europe,Northeast,"Tidewater Region (Portsmouth, Norfolk)","Southeast (North Carolina, Florida)",Middle East or Africa,Mixed,,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Feb-17,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,I,8/29/16 20:05,4,en,8/29/16 20:01,8/29/16 20:05,Pediatrics,,LT,2014,,OCONUS MTF,,2-4 months,,3,3,1,3rd choice,National Capital Region,Northeast,Europe,Southern California,Pacific Northwest,"Southeast (North Carolina, Florida)","Tidewater Region (Portsmouth, Norfolk)","Pacific (Hawaii, Guam, Japan)",Middle East or Africa,Mixed,,No,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,I,8/30/16 9:47,4,en,8/30/16 9:26,8/30/16 9:47,Pulmonary Critical Care (IM),,LCDR,2013,,CONUS MTF,,2-4 months,,5,3,4,1st choice,"Southeast (North Carolina, Florida)","Pacific (Hawaii, Guam, Japan)",Pacific Northwest,,,,,,,Resign/Retire,,Do not care,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,I,8/30/16 11:45,4,en,8/30/16 11:34,8/30/16 11:45,Radiology,,CDR,2014,,CONUS MTF,,2-4 months,,5,5,5,1st choice,Southern California,Pacific Northwest,,,,,,,,Clinical Medicine,,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,I,8/30/16 12:13,4,en,8/30/16 12:00,8/30/16 12:13,Other,Endocrinology (Peds),CAPT or Flag,2015,,CONUS MTF,,< 1 month,,5,5,5,1st choice,"Pacific (Hawaii, Guam, Japan)",Europe,National Capital Region,Southern California,Pacific Northwest,"Tidewater Region (Portsmouth, Norfolk)","Southeast (North Carolina, Florida)",Northeast,Middle East or Africa,Executive Medicine,,Do not care,Other,No,Status Quo: Detailer and Specialty Leader decide,Dec-16,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,I,8/30/16 12:23,4,en,8/30/16 12:17,8/30/16 12:23,Family Medicine,,LCDR,Other,2011,GME,,2-4 months,,1,4,4,1st choice,Pacific Northwest,,,,,,,,,Resign/Retire,,Do not care,3 tours (~9 years),Yes,Something similar to the National Residency Match Program,Feb-17,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,I,8/30/16 13:04,4,en,8/30/16 13:00,8/30/16 13:04,Gastroenterology (IM),,LCDR,2015,,CONUS MTF,,2-4 months,,3,3,,Other,"Southeast (North Carolina, Florida)",Southern California,National Capital Region,"Tidewater Region (Portsmouth, Norfolk)",Pacific Northwest,Northeast,"Pacific (Hawaii, Guam, Japan)",Europe,Middle East or Africa,Clinical Medicine,,No,Other,No,Something similar to the National Residency Match Program,Dec-16,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,I,9/14/16 17:20,4,en,9/14/16 17:16,9/14/16 17:20,General Medical Officer,,LT,2015,,CONUS Operational,,> 4 months,,3,2,2,,Europe,Southern California,Pacific Northwest,"Southeast (North Carolina, Florida)",National Capital Region,"Tidewater Region (Portsmouth, Norfolk)","Pacific (Hawaii, Guam, Japan)",Northeast,Middle East or Africa,Academic Medicine,,Do not care,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,I,8/30/16 13:09,4,en,8/30/16 13:05,8/30/16 13:09,Family Medicine,,LT,2016,,GME,,> 4 months,,4,4,,2nd choice,Pacific Northwest,Europe,Southern California,"Southeast (North Carolina, Florida)","Tidewater Region (Portsmouth, Norfolk)","Pacific (Hawaii, Guam, Japan)",Northeast,Middle East or Africa,National Capital Region,Mixed,,Yes,Other,No,Status Quo: Detailer and Specialty Leader decide,Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,I,8/30/16 13:41,4,en,8/30/16 13:28,8/30/16 13:41,Gastroenterology (IM),,CDR,2016,,CONUS MTF,,2-4 months,,3,2,3,Other,Southern California,Europe,,,,,,,,Resign/Retire,,No,Other,Yes,Status Quo: Detailer and Specialty Leader decide,Feb-17,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,I,8/30/16 14:33,4,en,8/30/16 14:21,8/30/16 14:33,Internal Medicine (General),,LCDR,2014,,CONUS MTF,,< 1 month,,2,2,2,> 4th choice,Southern California,National Capital Region,Pacific Northwest,"Southeast (North Carolina, Florida)",Northeast,"Tidewater Region (Portsmouth, Norfolk)",Europe,"Pacific (Hawaii, Guam, Japan)",Middle East or Africa,Undecided,,Do not care,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,I,8/30/16 16:23,4,en,8/30/16 15:05,8/30/16 16:23,Gastroenterology (IM),,CDR,2015,,CONUS MTF,,> 4 months,,5,5,3,1st choice,"Southeast (North Carolina, Florida)",Southern California,Northeast,"Tidewater Region (Portsmouth, Norfolk)",Pacific Northwest,"Pacific (Hawaii, Guam, Japan)",Europe,Middle East or Africa,National Capital Region,Clinical Medicine,,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Oct-16,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,I,,1,en,8/30/16 15:20,8/30/16 15:21,Gastroenterology (IM),,LCDR,2016,,CONUS MTF,,2-4 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,I,9/16/16 17:09,4,en,9/16/16 17:04,9/16/16 17:09,General Medical Officer,,LCDR,2012,,CONUS Operational,,< 1 month,,5,5,,1st choice,Southern California,"Southeast (North Carolina, Florida)","Tidewater Region (Portsmouth, Norfolk)",National Capital Region,Northeast,"Pacific (Hawaii, Guam, Japan)",Europe,Middle East or Africa,Pacific Northwest,Clinical Medicine,,Yes,Other,Other,Status Quo: Detailer and Specialty Leader decide,Feb-17,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,I,8/30/16 17:26,4,en,8/30/16 17:20,8/30/16 17:26,Cardiology (IM),,LT,2014,,CONUS MTF,,2-4 months,,,,,1st choice,"Tidewater Region (Portsmouth, Norfolk)","Southeast (North Carolina, Florida)",Northeast,National Capital Region,Southern California,Pacific Northwest,Europe,"Pacific (Hawaii, Guam, Japan)",Middle East or Africa,Clinical Medicine,,Do not care,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
