response_id,primary_specialty,officer_rank,year_executed_order,billet_current,order_lag_in_months,transparency_rank,satistfaction_rank,favoritism_rank,assignment_current,geographic_preference,career_path,doctor_as_detailer,homestead_length_in_years,homestead_problem,match_desirability,match_month,assignment_preference,officer_rank_preference
670,Family Medicine,CDR,2012,GME,> 4 months,5,5,3,1st choice,Europe,Academic Medicine,No,2 tours (~6 years),No,Other,Oct-16,Yes,Yes
672,Pulmonary Critical Care (IM),CDR,2014,CONUS MTF,> 4 months,5,5,5,1st choice,Southern California,Academic Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
673,Occupational Medicine,LCDR,2015,Non-Operational/Non-Clinical,2-4 months,1,4,NA,Other,"Tidewater Region (Portsmouth, Norfolk)",Mixed,Other,Other,Other,Other,Dec-16,Yes,Yes
674,Occupational Medicine,LT,2015,CONUS Operational,NA,3,4,3,3rd choice,Pacific Northwest,Mixed,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jul-16,Yes,Yes
675,Occupational Medicine,CDR,2015,CONUS MTF,> 4 months,5,5,3,1st choice,Southern California,Resign/Retire,Do not care,1 tour (~3 years),Yes,Something similar to the National Residency Match Program,Nov-16,Yes,Yes
676,Cardiology (IM),CDR,2015,CONUS MTF,> 4 months,5,5,5,1st choice,Southern California,Clinical Medicine,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,No
677,Cardiology (IM),CDR,2015,CONUS MTF,NA,5,5,5,1st choice,Southern California,Mixed,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Feb-17,Yes,Yes
678,Physical Medicine and Rehabilitation,LCDR,2014,CONUS MTF,> 4 months,5,5,5,1st choice,Southern California,Executive Medicine,Do not care,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,NA,NA
679,Aerospace Medicine (Residency Trained Flight),LCDR,2015,CONUS Operational,NA,5,3,3,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Executive Medicine,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Mar-17,Yes,Yes
680,Occupational Medicine,CDR,2014,Non-Operational/Non-Clinical,2-4 months,3,4,3,1st choice,Southern California,Executive Medicine,Do not care,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
682,Dermatology,LCDR,2013,CONUS MTF,2-4 months,5,5,3,1st choice,Southern California,Clinical Medicine,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
683,Cardiology (IM),CDR,2012,CONUS MTF,2-4 months,3,3,3,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Clinical Medicine,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
684,Occupational Medicine,CDR,2013,CONUS Operational,2-4 months,4,4,4,1st choice,Southern California,Mixed,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Feb-17,No,NA
686,Pediatrics,LT,2014,OCONUS MTF,2-4 months,3,3,1,3rd choice,National Capital Region,Mixed,No,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,No
687,Pulmonary Critical Care (IM),LCDR,2013,CONUS MTF,2-4 months,5,3,4,1st choice,"Southeast (North Carolina, Florida)",Resign/Retire,Do not care,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,No
690,Radiology,CDR,2014,CONUS MTF,2-4 months,5,5,5,1st choice,Southern California,Clinical Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
692,Other,CAPT or Flag,2015,CONUS MTF,NA,5,5,5,1st choice,"Pacific (Hawaii, Guam, Japan)",Executive Medicine,Do not care,Other,No,Status Quo: Detailer and Specialty Leader decide,Dec-16,No,NA
693,Family Medicine,LCDR,2011,GME,2-4 months,1,4,4,1st choice,Pacific Northwest,Resign/Retire,Do not care,3 tours (~9 years),Yes,Something similar to the National Residency Match Program,Feb-17,No,Yes
694,Gastroenterology (IM),LCDR,2015,CONUS MTF,2-4 months,3,3,NA,Other,"Southeast (North Carolina, Florida)",Clinical Medicine,No,Other,No,Something similar to the National Residency Match Program,Dec-16,Yes,Yes
1313,General Medical Officer,LT,2015,CONUS Operational,> 4 months,3,2,2,NA,Europe,Academic Medicine,Do not care,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
696,Family Medicine,LT,2016,GME,> 4 months,4,4,NA,2nd choice,Pacific Northwest,Mixed,Yes,Other,No,Status Quo: Detailer and Specialty Leader decide,Dec-16,NA,NA
697,Gastroenterology (IM),CDR,2016,CONUS MTF,2-4 months,3,2,3,Other,Southern California,Resign/Retire,No,Other,Yes,Status Quo: Detailer and Specialty Leader decide,Feb-17,Yes,No
698,Internal Medicine (General),LCDR,2014,CONUS MTF,NA,2,2,2,> 4th choice,Southern California,Undecided,Do not care,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
699,Gastroenterology (IM),CDR,2015,CONUS MTF,> 4 months,5,5,3,1st choice,"Southeast (North Carolina, Florida)",Clinical Medicine,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Oct-16,Yes,Yes
700,Gastroenterology (IM),LCDR,2016,CONUS MTF,2-4 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1330,General Medical Officer,LCDR,2012,CONUS Operational,NA,5,5,NA,1st choice,Southern California,Clinical Medicine,Yes,Other,Other,Status Quo: Detailer and Specialty Leader decide,Feb-17,Yes,No
702,Cardiology (IM),LT,2014,CONUS MTF,2-4 months,NA,NA,NA,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Clinical Medicine,Do not care,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
703,Anesthesiology,LCDR,2014,CONUS MTF,2-4 months,2,3,2,> 4th choice,Pacific Northwest,Resign/Retire,Do not care,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Dec-16,Yes,No
704,Emergency Medicine,LT,2015,CONUS MTF,2-4 months,4,5,3,1st choice,Southern California,Academic Medicine,No,2 tours (~6 years),No,Something similar to the National Residency Match Program,Jan-17,No,No
705,Psychiatry,LCDR,2014,OCONUS MTF,2-4 months,2,1,1,> 4th choice,Europe,Resign/Retire,Do not care,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Dec-16,Yes,Yes
706,General Surgery,CAPT or Flag,2015,CONUS Operational,2-4 months,5,5,5,1st choice,"Southeast (North Carolina, Florida)",Resign/Retire,Yes,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jul-16,Yes,Yes
708,Orthopedic Surgery,LCDR,2015,CONUS MTF,2-4 months,2,2,1,2nd choice,Northeast,Resign/Retire,No,Other,Other,Other,Jan-17,Yes,Yes
709,Neonatology,CDR,2014,CONUS MTF,> 4 months,4,4,1,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Resign/Retire,Do not care,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,No,Yes
710,Cardiology (IM),LCDR,2016,CONUS MTF,> 4 months,4,4,4,1st choice,National Capital Region,Mixed,Do not care,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Jun-16,No,No
711,Family Medicine,LT,2015,GME,2-4 months,4,4,4,1st choice,"Southeast (North Carolina, Florida)",Mixed,Do not care,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,No
712,Internal Medicine (General),LCDR,2014,CONUS MTF,> 4 months,5,5,4,1st choice,Southern California,Academic Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
713,Neonatology,LCDR,2015,CONUS MTF,> 4 months,1,3,4,1st choice,National Capital Region,Resign/Retire,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
714,Dermatology,LCDR,2014,CONUS MTF,2-4 months,4,5,NA,1st choice,National Capital Region,Academic Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Mar-17,Yes,Yes
715,Family Medicine,LT,2016,GME,2-4 months,3,3,NA,1st choice,Europe,Mixed,Yes,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
717,Orthopedic Surgery,LCDR,2016,GME,2-4 months,1,1,1,1st choice,Southern California,Academic Medicine,Do not care,4 tours (~12 years),No,Something similar to the National Residency Match Program,Jul-16,Yes,Yes
718,Physical Medicine and Rehabilitation,LCDR,2014,CONUS MTF,> 4 months,5,5,NA,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Resign/Retire,No,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Mar-17,NA,NA
1335,General Medical Officer,LT,2014,CONUS Operational,2-4 months,3,3,NA,Other,Southern California,Mixed,Do not care,Other,Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
720,Pulmonary Critical Care (IM),LCDR,2016,CONUS MTF,NA,5,5,5,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Clinical Medicine,Do not care,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Jun-16,Yes,Yes
721,Neonatology,LCDR,2014,CONUS MTF,2-4 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,Psychiatry,LCDR,2016,CONUS Operational,NA,3,1,NA,> 4th choice,National Capital Region,Resign/Retire,No,4 tours (~12 years),Other,Something similar to the National Residency Match Program,Feb-17,Yes,Yes
724,Neurology,CAPT or Flag,2015,CONUS MTF,> 4 months,5,5,5,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Resign/Retire,Yes,Other,No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
725,Family Medicine,LT,2016,CONUS MTF,2-4 months,3,3,3,1st choice,Southern California,Undecided,No,3 tours (~9 years),No,Something similar to the National Residency Match Program,Dec-16,NA,NA
726,Neurology,LCDR,2015,CONUS MTF,> 4 months,4,4,3,1st choice,National Capital Region,Mixed,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
728,Neurology,CDR,2016,CONUS MTF,NA,5,5,4,1st choice,Southern California,Executive Medicine,No,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
729,Neurology,LCDR,2012,CONUS MTF,2-4 months,1,2,4,2nd choice,Southern California,Clinical Medicine,Yes,3 tours (~9 years),No,Something similar to the National Residency Match Program,Jul-16,Yes,No
730,Preventive Medicine,CDR,2015,CONUS MTF,2-4 months,5,4,NA,Other,Europe,Global Health Engagement,No,1 tour (~3 years),Other,Other,Feb-17,No,Yes
731,General Surgery,LT,NA,GME,NA,5,5,NA,2nd choice,Pacific Northwest,Academic Medicine,No,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Nov-16,Yes,Yes
29,Resident,LCDR,2013,NA,> 4 months,2,3,5,1st choice,Southern California,Mixed,Yes,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,No,Yes
782,Emergency Medicine,LT,2016,CONUS MTF,2-4 months,3,4,4,1st choice,Southern California,Operational Medicine,Do not care,4 tours (~12 years),No,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
48,Resident,LT,2016,CONUS MTF,2-4 months,2,4,4,2nd choice,Northeast,Mixed,No,4 tours (~12 years),No,Something similar to the National Residency Match Program,Dec-16,Yes,Yes
792,Internal Medicine (General),LT,2016,CONUS MTF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
804,Neurology,LCDR,2014,CONUS MTF,2-4 months,4,5,4,Other,"Tidewater Region (Portsmouth, Norfolk)",Undecided,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jan-17,No,No
1155,Infectious Disease (IM),CAPT or Flag,2014,Other,NA,5,5,3,1st choice,National Capital Region,Mixed,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,No,Yes
802,Neurology,CDR,2014,CONUS MTF,2-4 months,4,5,3,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Clinical Medicine,Yes,Other,No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
811,Orthopedic Surgery,LT,NA,GME,NA,3,NA,NA,3rd choice,Southern California,Clinical Medicine,No,2 tours (~6 years),Other,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
757,Resident,LT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
833,Neurology,CAPT or Flag,2015,CONUS MTF,2-4 months,4,5,4,1st choice,"Southeast (North Carolina, Florida)",Resign/Retire,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Other,NA,NA
838,Gastroenterology (IM),CDR,2014,CONUS MTF,2-4 months,5,5,5,1st choice,Europe,Clinical Medicine,Do not care,3 tours (~9 years),No,Something similar to the National Residency Match Program,Jan-17,Yes,No
845,Pediatrics,LT,2016,GME,2-4 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1175,Other,CDR,2016,Other,> 4 months,5,5,5,1st choice,National Capital Region,Academic Medicine,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
863,Family Medicine,LT,2015,CONUS MTF,2-4 months,3,3,NA,1st choice,Pacific Northwest,Academic Medicine,No,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Dec-16,Yes,Yes
873,Family Medicine,LT,2014,GME,NA,NA,1,NA,2nd choice,Europe,Clinical Medicine,No,1 tour (~3 years),Other,Something similar to the National Residency Match Program,Mar-17,No,Yes
877,Family Medicine,LT,2016,GME,NA,NA,NA,NA,Other,Southern California,Undecided,No,3 tours (~9 years),No,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
888,Anesthesiology,LT,2014,GME,NA,NA,NA,NA,Other,"Pacific (Hawaii, Guam, Japan)",Academic Medicine,No,Other,Other,Something similar to the National Residency Match Program,Jan-17,NA,NA
892,Neurology,LCDR,2014,OCONUS MTF,> 4 months,3,5,3,2nd choice,NA,Research,No,1 tour (~3 years),Yes,Something similar to the National Residency Match Program,Aug-16,Yes,No
893,Psychiatry,CDR,2015,CONUS MTF,2-4 months,4,4,3,2nd choice,Pacific Northwest,Undecided,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Other,NA,Yes
896,Internal Medicine (General),LT,2016,GME,2-4 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,Psychiatry,LT,2016,GME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,Urology,LCDR,2012,GME,> 4 months,3,3,3,1st choice,Southern California,Operational Medicine,No,2 tours (~6 years),Other,Something similar to the National Residency Match Program,Jul-16,Yes,Yes
908,Orthopedic Surgery,LCDR,2012,GME,NA,3,3,3,1st choice,Europe,Academic Medicine,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
909,Infectious Disease (IM),CDR,2014,CONUS MTF,2-4 months,4,4,NA,1st choice,Southern California,Resign/Retire,No,4 tours (~12 years),No,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
910,General Surgery,LT,2014,GME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Resident,LT,2016,GME,NA,3,4,4,1st choice,"Southeast (North Carolina, Florida)",Executive Medicine,Yes,2 tours (~6 years),Other,Something similar to the National Residency Match Program,Jul-16,Yes,No
929,Emergency Medicine,LT,2016,CONUS MTF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,Resident,LCDR,2014,GME,2-4 months,NA,NA,NA,1st choice,Europe,Operational Medicine,Yes,2 tours (~6 years),No,Something similar to the National Residency Match Program,Dec-16,Yes,No
944,Neurology,LCDR,2015,CONUS MTF,2-4 months,5,5,5,2nd choice,Southern California,Academic Medicine,Do not care,4 tours (~12 years),No,Something similar to the National Residency Match Program,Nov-16,Yes,NA
950,Neurology,CDR,2013,CONUS MTF,2-4 months,4,5,5,1st choice,Southern California,Mixed,No,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Mar-17,Yes,Yes
958,Family Medicine,LCDR,2015,CONUS Operational,2-4 months,5,1,1,Other,"Tidewater Region (Portsmouth, Norfolk)",Resign/Retire,No,1 tour (~3 years),Yes,Something similar to the National Residency Match Program,Jan-17,No,No
959,Psychiatry,CAPT or Flag,2016,Non-Operational/Non-Clinical,> 4 months,5,5,4,1st choice,National Capital Region,Academic Medicine,Yes,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Mar-17,Yes,Yes
961,Neurology,LT,2015,GME,2-4 months,5,5,NA,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Undecided,No,4 tours (~12 years),Other,Status Quo: Detailer and Specialty Leader decide,NA,NA,NA
118,Resident,LCDR,2014,GME,2-4 months,3,3,4,2nd choice,"Southeast (North Carolina, Florida)",Mixed,Do not care,4 tours (~12 years),No,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
971,General Surgery,LT,2015,GME,2-4 months,1,2,NA,3rd choice,NA,Clinical Medicine,Do not care,4 tours (~12 years),No,Something similar to the National Residency Match Program,Sep-16,No,Yes
980,Psychiatry,LT,2016,GME,> 4 months,3,5,5,1st choice,"Pacific (Hawaii, Guam, Japan)",Clinical Medicine,No,2 tours (~6 years),No,Something similar to the National Residency Match Program,Mar-17,No,Yes
981,Neurology,LCDR,2015,CONUS MTF,2-4 months,5,5,5,2nd choice,Southern California,Undecided,No,Other,No,Something similar to the National Residency Match Program,Dec-16,No,Yes
983,Neurology,CDR,2013,CONUS MTF,2-4 months,4,4,3,1st choice,Southern California,Resign/Retire,No,3 tours (~9 years),Yes,Status Quo: Detailer and Specialty Leader decide,Nov-16,Yes,Yes
986,General Surgery,LCDR,NA,CONUS Operational,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
992,Aerospace Medicine (Residency Trained Flight),LCDR,2016,CONUS MTF,2-4 months,4,4,4,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Executive Medicine,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Mar-17,Yes,Yes
128,Resident,LT,2016,GME,NA,5,3,NA,1st choice,"Pacific (Hawaii, Guam, Japan)",Clinical Medicine,No,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
1002,Pulmonary Critical Care (IM),LT,2016,CONUS MTF,NA,3,3,5,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Clinical Medicine,Do not care,2 tours (~6 years),No,Something similar to the National Residency Match Program,Mar-17,No,Yes
138,Resident,LT,NA,GME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1013,Family Medicine,LCDR,NA,GME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1017,Family Medicine,LT,2014,CONUS MTF,2-4 months,3,4,3,Other,National Capital Region,Academic Medicine,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1020,Neurology,LT,2016,GME,2-4 months,4,4,5,1st choice,Southern California,Mixed,Yes,4 tours (~12 years),No,Something similar to the National Residency Match Program,Dec-16,Yes,Yes
1025,Internal Medicine (General),LCDR,2015,CONUS MTF,2-4 months,4,5,NA,1st choice,Southern California,Clinical Medicine,Yes,Other,No,Status Quo: Detailer and Specialty Leader decide,Mar-17,NA,No
1027,OB/GYN,CAPT or Flag,2016,OCONUS MTF,2-4 months,5,4,5,NA,"Pacific (Hawaii, Guam, Japan)",Executive Medicine,Do not care,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,No
1029,Ophthalmology,CDR,2015,CONUS MTF,NA,1,5,2,1st choice,Southern California,Mixed,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Mar-17,Yes,Yes
1031,Gastroenterology (IM),LCDR,2016,GME,> 4 months,3,4,3,1st choice,Southern California,Mixed,No,4 tours (~12 years),No,Other,Jan-17,Yes,Yes
1032,OB/GYN,CDR,2016,OCONUS MTF,2-4 months,4,4,3,3rd choice,"Southeast (North Carolina, Florida)",Executive Medicine,Do not care,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1035,Family Medicine,LCDR,2015,CONUS MTF,> 4 months,5,5,5,1st choice,Europe,Mixed,No,2 tours (~6 years),Yes,Other,Feb-17,Yes,Yes
1038,Family Medicine,LT,2016,CONUS Operational,2-4 months,1,3,NA,Other,Europe,Mixed,Other,3 tours (~9 years),Other,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
1039,Internal Medicine (General),LT,2015,OCONUS MTF,NA,4,3,5,1st choice,"Pacific (Hawaii, Guam, Japan)",Clinical Medicine,No,2 tours (~6 years),No,NA,NA,NA,NA
